DimCardID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,AgeGroup
7042,30399161394523,bni,Dadi Lazuardi,F,2001,Young Adult (18-35)
7043,3576979685485123,dki,Aditya Wibowo,M,1981,Middle Age (36-55)
7044,4649552854742235,dki,Tania Situmorang,F,1994,Young Adult (18-35)
7045,347468306664625,emoney,Sabrina Anggraini,M,1963,Senior (>55)
7046,3510369939223026,dki,Kala Waskita,M,1992,Young Adult (18-35)
7047,4463063327031,online,Garan Uwais,M,2000,Young Adult (18-35)
7048,30106128096608,bni,Intan Mangunsong,F,1995,Young Adult (18-35)
7049,3577805475193628,dki,Drs. Karsa Prasetya,F,1986,Middle Age (36-55)
7050,5297531797176109,dki,Hana Farida,M,1993,Young Adult (18-35)
7051,4708155234103783629,brizzi,Kasiyah Puspita,M,1993,Young Adult (18-35)
7052,6560870607812281,dki,"Laras Wibisono, S.T.",M,2000,Young Adult (18-35)
7053,3549408453078385,dki,Wulan Firgantoro,F,1981,Middle Age (36-55)
7054,2716000358099605,dki,Darmaji Fujiati,F,1990,Young Adult (18-35)
7055,3581469374801916,dki,Elma Samosir,F,1991,Young Adult (18-35)
7056,213179872739474,emoney,"Caraka Prakasa, M.Ak",F,2004,Young Adult (18-35)
7057,4077849744739,online,Yunita Pratama,M,1998,Young Adult (18-35)
7058,3541497828569028,dki,Juli Laksmiwati,M,1981,Middle Age (36-55)
7059,4462959989890694,dki,Sadina Namaga,F,2001,Young Adult (18-35)
7060,4905026754953449,dki,Yessi Widiastuti,M,2007,Young Adult (18-35)
7061,4550110969728479,dki,Kamaria Palastri,F,2000,Young Adult (18-35)
7062,4531675849465733768,brizzi,R.A. Hafshah Haryanti,F,1984,Middle Age (36-55)
7063,4767473196718690,dki,Gina Manullang,F,2003,Young Adult (18-35)
7064,502016352663,flazz,Opan Prasetyo,M,1989,Middle Age (36-55)
7065,4182252990710,online,Silvia Saputra,F,1978,Middle Age (36-55)
7066,379823214139493,emoney,Drs. Pranawa Megantara,F,2007,Young Adult (18-35)
7067,4153235586701,online,R.A. Nurul Rajata,F,1996,Young Adult (18-35)
7068,4804685360975269193,brizzi,Dewi Mardhiyah,M,1990,Young Adult (18-35)
7069,503843714554,flazz,Tantri Nasyidah,F,2003,Young Adult (18-35)
7070,180000573526110,emoney,Catur Tamba,F,1993,Young Adult (18-35)
7071,4254433994766978,dki,Cut Zahra Hardiansyah,F,1992,Young Adult (18-35)
7072,4018372288496,online,"Unggul Rahayu, M.Pd",F,1970,Middle Age (36-55)
7073,180060969506118,emoney,Najwa Iswahyudi,M,1999,Young Adult (18-35)
7074,4400561362003,online,Pranata Irawan,F,1982,Middle Age (36-55)
7075,3506002762841525,dki,Keisha Nasyiah,M,1965,Senior (>55)
7076,36057116223387,bni,Jagaraga Nasyiah,F,1990,Young Adult (18-35)
7077,30326830651835,bni,Lasmanto Sihombing,F,1967,Senior (>55)
7078,180009127168006,emoney,Salman Irawan,M,1979,Middle Age (36-55)
7079,4822304146833972141,brizzi,Ulva Wibowo,M,1969,Senior (>55)
7080,213162401924999,emoney,Chelsea Sirait,F,1977,Middle Age (36-55)
7081,4197502835481661348,brizzi,"Sutan Simon Prabowo, S.T.",M,1988,Middle Age (36-55)
7082,3591607454274730,dki,"Hj. Dinda Hastuti, S.Farm",F,2002,Young Adult (18-35)
7083,349834464813528,emoney,Yusuf Sitorus,F,1978,Middle Age (36-55)
7084,3526949605333910,dki,H. Ganep Pudjiastuti,M,2004,Young Adult (18-35)
7085,2695829935877371,dki,"R. Rahmi Setiawan, M.Ak",M,1996,Young Adult (18-35)
7086,343419936813391,emoney,"Nurul Puspasari, S.E.I",F,2004,Young Adult (18-35)
7087,4336233342603,online,"Ir. Malika Tarihoran, M.TI.",F,2011,Youth (<18)
7088,30427344970115,bni,H. Dimas Yulianti,F,2009,Youth (<18)
7089,30424378582098,bni,Adinata Hakim,F,2003,Young Adult (18-35)
7090,4531325080992622,dki,"dr. Salwa Mustofa, S.Gz",M,1977,Middle Age (36-55)
7091,5357817806320359,dki,"Olivia Mansur, S.E.",M,1979,Middle Age (36-55)
7092,3584321849555709,dki,Safina Wijaya,F,1981,Middle Age (36-55)
7093,501813489066,flazz,"Faizah Kusumo, S.Pt",M,1980,Middle Age (36-55)
7094,370211759734937,emoney,Maras Jailani,M,2012,Youth (<18)
7095,377533874380012,emoney,Gina Iswahyudi,F,1992,Young Adult (18-35)
7096,342334761411529,emoney,Safina Suryatmi,M,1977,Middle Age (36-55)
7097,4943540706917655397,brizzi,Zelda Haryanti,F,1992,Young Adult (18-35)
7098,3529326713836505,dki,Sadina Novitasari,M,1985,Middle Age (36-55)
7099,6558856968368421,dki,"Cut Icha Hassanah, S.Kom",M,1991,Young Adult (18-35)
7100,4008480570388320,dki,Ganep Wibisono,F,1995,Young Adult (18-35)
7101,2296549298865622,dki,Bakianto Utama,F,1986,Middle Age (36-55)
7102,3510791141441429,dki,dr. Zelaya Sudiati,F,2012,Youth (<18)
7103,4849676069910515,dki,Respati Budiman,M,2007,Young Adult (18-35)
7104,4858404271132066313,brizzi,Zalindra Waluyo,M,2004,Young Adult (18-35)
7105,3533460214255834,dki,"Puspa Hardiansyah, M.Pd",M,1977,Middle Age (36-55)
7106,573441609431,flazz,Caturangga Mangunsong,M,1993,Young Adult (18-35)
7107,30462096516311,bni,Cut Jasmin Sihombing,F,1993,Young Adult (18-35)
7108,3593994357378497,dki,Timbul Mayasari,F,1995,Young Adult (18-35)
7109,348800630807836,emoney,Drs. Shakila Kusmawati,F,1987,Middle Age (36-55)
7110,213103044731086,emoney,Silvia Hastuti,M,1970,Middle Age (36-55)
7111,6011802913948306,dki,Cut Karimah Wijaya,F,1976,Middle Age (36-55)
7112,4240620613907465,dki,Tgk. Kartika Maheswara,M,1986,Middle Age (36-55)
7113,377955283410629,emoney,Zalindra Megantara,M,2012,Youth (<18)
7114,180051842075751,emoney,Mila Thamrin,F,1999,Young Adult (18-35)
7115,213135596753241,emoney,"Rusman Wastuti, M.TI.",F,2006,Young Adult (18-35)
7116,4142017325031973967,brizzi,Bakiono Situmorang,M,1997,Young Adult (18-35)
7117,6519861241671672,dki,"Yance Nasyiah, S.Pt",F,2003,Young Adult (18-35)
7118,4831955923394992608,brizzi,"Drs. Kanda Pangestu, S.Gz",F,1983,Middle Age (36-55)
7119,6550373256784135,dki,Baktiono Tampubolon,F,1981,Middle Age (36-55)
7120,3576208862991814,dki,R. Siska Melani,M,1985,Middle Age (36-55)
7121,2359666229310744,dki,Gawati Hutagalung,F,1986,Middle Age (36-55)
7122,4763261676406653329,brizzi,Hasim Novitasari,M,1992,Young Adult (18-35)
7123,3530093236178040,dki,R.A. Queen Sitompul,M,2003,Young Adult (18-35)
7124,213136010630320,emoney,"Dr. Wisnu Lailasari, S.H.",F,1994,Young Adult (18-35)
7125,3594674978786992,dki,Restu Waluyo,M,1993,Young Adult (18-35)
7126,30215875462309,bni,Kayun Simbolon,F,1979,Middle Age (36-55)
7127,4295088002207539,dki,Parman Adriansyah,M,1994,Young Adult (18-35)
7128,582186378383,flazz,Ir. Tiara Saefullah,F,1994,Young Adult (18-35)
7129,3554113493649755,dki,Cakrajiya Puspasari,M,1970,Middle Age (36-55)
7130,3507599997556397,dki,"Sabri Yuliarti, S.Psi",F,2002,Young Adult (18-35)
7131,4040925089098391961,brizzi,"Ir. Baktianto Wacana, M.M.",M,2004,Young Adult (18-35)
7132,3560328263801574,dki,R.M. Karsana Nababan,M,2007,Young Adult (18-35)
7133,375997607285180,emoney,Ghaliyati Melani,M,1990,Young Adult (18-35)
7134,3590675315644327,dki,Hasta Marbun,M,1982,Middle Age (36-55)
7135,575576702758,flazz,Elisa Uwais,F,1986,Middle Age (36-55)
7136,6556599729836193,dki,Prima Pranowo,M,1977,Middle Age (36-55)
7137,639070161026,flazz,"Alambana Agustina, S.Psi",F,1992,Young Adult (18-35)
7138,2719159479551675,dki,Hj. Eli Mansur,M,1987,Middle Age (36-55)
7139,3509453082391542,dki,Dt. Bagya Hutasoit,M,1971,Middle Age (36-55)
7140,343659041989251,emoney,"Budi Latupono, S.Sos",M,1987,Middle Age (36-55)
7141,4069486993357108752,brizzi,R.A. Hilda Simanjuntak,M,1989,Middle Age (36-55)
7142,2223829990947060,dki,Gabriella Lailasari,F,1981,Middle Age (36-55)
7143,4479781465999583620,brizzi,"Galur Mustofa, S.E.",F,2012,Youth (<18)
7144,344678097373888,emoney,Usman Nasyiah,M,2007,Young Adult (18-35)
7145,4097778114741710,dki,R.M. Balangga Nuraini,F,1947,Senior (>55)
7146,30255966996476,bni,Gasti Susanti,F,1989,Middle Age (36-55)
7147,4113896291926,online,Estiono Widiastuti,F,2009,Youth (<18)
7148,6011137855008318,dki,"R. Cahyono Saragih, S.E.",F,1988,Middle Age (36-55)
7149,3515366530553491,dki,Jaswadi Tamba,M,1959,Senior (>55)
7150,30206611996809,bni,Bakidin Waluyo,F,1998,Young Adult (18-35)
7151,4965948711619,online,Tgk. Ana Yuniar,F,1972,Middle Age (36-55)
7152,4575629669349,online,Reksa Anggraini,F,2008,Youth (<18)
7153,349396775603105,emoney,Ifa Damanik,M,1988,Middle Age (36-55)
7154,3594188582605324,dki,Labuh Wahyuni,M,1977,Middle Age (36-55)
7155,371800838719734,emoney,Puti Belinda Kuswandari,F,1988,Middle Age (36-55)
7156,4417922284517541,dki,Agnes Suwarno,F,1976,Middle Age (36-55)
7157,4642436222621171,dki,Wulan Budiman,F,2007,Young Adult (18-35)
7158,3584814949260360,dki,Lantar Damanik,M,1986,Middle Age (36-55)
7159,3565895680987140,dki,Dalima Maryadi,M,1989,Middle Age (36-55)
7160,4903411612721299,dki,Kayla Uyainah,F,1992,Young Adult (18-35)
7161,3580451507474069,dki,Gaman Ramadan,F,2010,Youth (<18)
7162,2704683918240530,dki,Murti Rajata,F,1995,Young Adult (18-35)
7163,4615839702421,online,Rahman Hasanah,M,2000,Young Adult (18-35)
7164,676308113304,flazz,"Galih Haryanto, S.E.",F,2006,Young Adult (18-35)
7165,4985655009171,online,Michelle Pradana,F,2011,Youth (<18)
7166,2256506522383283,dki,"Maria Permadi, M.Ak",F,1995,Young Adult (18-35)
7167,346092889442158,emoney,Eka Wahyuni,M,2005,Young Adult (18-35)
7168,376378190823324,emoney,Silvia Kusmawati,M,1991,Young Adult (18-35)
7169,4814948775321064364,brizzi,Icha Nurdiyanti,F,1967,Senior (>55)
7170,2708373307236986,dki,"Jane Sitorus, S.T.",F,1973,Middle Age (36-55)
7171,4468016096719813,dki,Gaman Lailasari,M,1947,Senior (>55)
7172,2712650828858016,dki,"H. Dacin Pudjiastuti, S.I.Kom",M,2000,Young Adult (18-35)
7173,4463247189793366,dki,Dr. Jamalia Puspasari,M,2005,Young Adult (18-35)
7174,3552492552595931,dki,Tgk. Cengkir Astuti,F,2009,Youth (<18)
7175,180046443730127,emoney,Among Kusumo,F,1990,Young Adult (18-35)
7176,213140106562546,emoney,"Heryanto Nasyidah, M.M.",F,1966,Senior (>55)
7177,3516090967711450,dki,Maryadi Setiawan,M,1994,Young Adult (18-35)
7178,4403269326359128,dki,Rahmi Hardiansyah,F,1985,Middle Age (36-55)
7179,4724348837350172,dki,"dr. Restu Hasanah, M.Farm",F,1999,Young Adult (18-35)
7180,6594841792476877,dki,Salimah Saefullah,M,1961,Senior (>55)
7181,4519408458576783,dki,"Umi Handayani, M.Ak",M,2009,Youth (<18)
7182,6525174556704969,dki,Dr. Adiarja Mahendra,F,1975,Middle Age (36-55)
7183,213148192759496,emoney,Balangga Usamah,M,1974,Middle Age (36-55)
7184,340452317295576,emoney,Dr. Saadat Kuswoyo,F,1991,Young Adult (18-35)
7185,30359154635126,bni,Kiandra Hutasoit,M,1991,Young Adult (18-35)
7186,3545298158904462,dki,"H. Martana Novitasari, S.Farm",F,2005,Young Adult (18-35)
7187,30057249579164,bni,Widya Nashiruddin,F,1986,Middle Age (36-55)
7188,377296099706904,emoney,R.A. Cornelia Anggraini,M,1987,Middle Age (36-55)
7189,30253408257789,bni,Dalima Wijayanti,M,1973,Middle Age (36-55)
7190,676230208941,flazz,Icha Nasyiah,F,2008,Youth (<18)
7191,6011527778834081,dki,Clara Novitasari,M,1985,Middle Age (36-55)
7192,213127978136483,emoney,"Maya Oktaviani, S.I.Kom",M,1994,Young Adult (18-35)
7193,38006980534989,bni,Cakrabirawa Anggriawan,F,1980,Middle Age (36-55)
7194,2720950156729650,dki,Janet Hidayanto,F,1990,Young Adult (18-35)
7195,379825994691957,emoney,Harsana Lazuardi,F,2002,Young Adult (18-35)
7196,4464609122548,online,drg. Marsito Maheswara,M,1967,Senior (>55)
7197,6011317167780636,dki,Rudi Maryadi,F,1986,Middle Age (36-55)
7198,4882077080745258688,brizzi,"Ella Dabukke, M.Pd",M,1967,Senior (>55)
7199,30495146722620,bni,Prabowo Salahudin,M,2000,Young Adult (18-35)
7200,4469167557194019,dki,"Vera Waskita, S.Pt",M,1999,Young Adult (18-35)
7201,213158898268593,emoney,R. Jatmiko Puspita,F,1983,Middle Age (36-55)
7202,30260867316865,bni,R.M. Emong Najmudin,M,1974,Middle Age (36-55)
7203,3503190440796998,dki,Wani Prasasta,M,1967,Senior (>55)
7204,6591373507246356,dki,Paiman Thamrin,M,1989,Middle Age (36-55)
7205,6011328011886859,dki,Rika Maryadi,M,1997,Young Adult (18-35)
7206,180012103212665,emoney,Asirwada Haryanto,M,1984,Middle Age (36-55)
7207,4091606770632434,dki,"Yessi Thamrin, S.Farm",F,1986,Middle Age (36-55)
7208,3547215979543954,dki,Darijan Laksita,M,1986,Middle Age (36-55)
7209,3593430164838308,dki,Drs. Ani Rajasa,F,1984,Middle Age (36-55)
7210,6011074853509783,dki,"Kamila Prakasa, S.Sos",M,1994,Young Adult (18-35)
7211,4706142698392390611,brizzi,Mursita Sirait,M,1998,Young Adult (18-35)
7212,3520307586809265,dki,"Ilyas Sudiati, S.E.I",M,1999,Young Adult (18-35)
7213,213168400077267,emoney,Mahdi Wahyudin,M,1987,Middle Age (36-55)
7214,4787044758468564,dki,Tgk. Amalia Hasanah,F,2001,Young Adult (18-35)
7215,4185488778080,online,Zahra Rajasa,F,1986,Middle Age (36-55)
7216,6511996548461340,dki,"Bagus Winarno, M.Farm",M,1967,Senior (>55)
7217,4596232352735,online,Latif Widodo,F,1975,Middle Age (36-55)
7218,4124000948904258,dki,"Mitra Kusmawati, M.Farm",F,2002,Young Adult (18-35)
7219,6011128283200155,dki,Yusuf Sihombing,F,1984,Middle Age (36-55)
7220,3536563023540663,dki,"Puti Salsabila Hassanah, S.Pd",M,2003,Young Adult (18-35)
7221,4919144850896380,dki,Hardana Mardhiyah,M,1996,Young Adult (18-35)
7222,2258688960541669,dki,Keisha Irawan,M,1988,Middle Age (36-55)
7223,2716493004545693,dki,Gatra Hutagalung,F,2001,Young Adult (18-35)
7224,3583384165613842,dki,"drg. Zamira Mardhiyah, M.TI.",M,1987,Middle Age (36-55)
7225,503846868845,flazz,Maya Namaga,F,1989,Middle Age (36-55)
7226,4805058570288743,dki,"Lulut Ramadan, M.Ak",F,1995,Young Adult (18-35)
7227,370501945036050,emoney,Luwar Pudjiastuti,F,1982,Middle Age (36-55)
7228,180034166454174,emoney,"Ir. Johan Nuraini, S.IP",M,1983,Middle Age (36-55)
7229,6011625197275405,dki,"Damar Mulyani, S.T.",M,1999,Young Adult (18-35)
7230,4496356365706679,dki,R. Pia Pradana,M,1969,Senior (>55)
7231,4290760304592637,dki,Yessi Damanik,F,1994,Young Adult (18-35)
7232,4433789004106974,dki,Laila Wijaya,M,1995,Young Adult (18-35)
7233,349604204848948,emoney,Dadap Novitasari,M,1977,Middle Age (36-55)
7234,4515916078903,online,Salimah Yuniar,F,2009,Youth (<18)
7235,4033336776589955,dki,drg. Farah Agustina,M,2001,Young Adult (18-35)
7236,4255694122990529702,brizzi,"Dr. Aris Nurdiyanti, S.E.",F,1989,Middle Age (36-55)
7237,676293231822,flazz,Hendra Maryati,F,2001,Young Adult (18-35)
7238,377385957678568,emoney,Paramita Salahudin,M,2012,Youth (<18)
7239,6011867776828861,dki,"Hj. Shakila Kuswoyo, S.T.",M,1978,Middle Age (36-55)
7240,501876631166,flazz,Vega Usamah,M,1979,Middle Age (36-55)
7241,378138924004460,emoney,Juli Melani,M,1981,Middle Age (36-55)
7242,3548511704253359,dki,Dt. Slamet Usada,F,2011,Youth (<18)
7243,4872641559026784,dki,Kiandra Samosir,M,1990,Young Adult (18-35)
7244,4471551689036,online,H. Balijan Gunarto,M,1958,Senior (>55)
7245,4136066268994457275,brizzi,"Drajat Mansur, S.IP",M,1964,Senior (>55)
7246,38031492475042,bni,Gawati Jailani,M,1999,Young Adult (18-35)
7247,180001200365492,emoney,Sabar Yulianti,F,1998,Young Adult (18-35)
7248,4103828770470690,dki,"Tgk. Hani Lazuardi, M.Pd",M,1992,Young Adult (18-35)
7249,4736434080482,online,Marwata Uwais,M,1966,Senior (>55)
7250,639026366679,flazz,Tari Januar,F,1986,Middle Age (36-55)
7251,213151147477941,emoney,Harsaya Prabowo,M,1986,Middle Age (36-55)
7252,4847494739360,online,"Tgk. Vanya Marbun, S.IP",M,1973,Middle Age (36-55)
7253,676186985070,flazz,Tgk. Salimah Natsir,F,1995,Young Adult (18-35)
7254,639083408638,flazz,KH. Tirta Winarno,F,2007,Young Adult (18-35)
7255,4688518995178,online,Tomi Yolanda,F,1978,Middle Age (36-55)
7256,213100706515575,emoney,"Queen Sitompul, S.Pd",M,2005,Young Adult (18-35)
7257,38888499139040,bni,Lulut Natsir,F,2007,Young Adult (18-35)
7258,345472026415146,emoney,Sadina Simbolon,F,1996,Young Adult (18-35)
7259,30006025055634,bni,Rangga Salahudin,M,1981,Middle Age (36-55)
7260,2709899958574324,dki,Jatmiko Ramadan,F,1998,Young Adult (18-35)
7261,3562268591548679,dki,Victoria Firgantoro,M,1997,Young Adult (18-35)
7262,3591621287079133,dki,Wakiman Puspasari,F,1976,Middle Age (36-55)
7263,4338603071541903326,brizzi,R.M. Ajimat Kusumo,F,1977,Middle Age (36-55)
7264,4582084915176863,dki,Faizah Namaga,M,1999,Young Adult (18-35)
7265,4528008287517492,dki,Cakrawala Sitompul,F,2010,Youth (<18)
7266,4487591352942165,dki,"Hesti Suryono, M.TI.",F,1983,Middle Age (36-55)
7267,6542496955994068,dki,Virman Wacana,M,2010,Youth (<18)
7268,4584501794289838,dki,T. Gamanto Gunarto,F,2005,Young Adult (18-35)
7269,4668829205913,online,Maya Purnawati,F,1973,Middle Age (36-55)
7270,6011642565302117,dki,Daniswara Sitorus,F,1998,Young Adult (18-35)
7271,36788080438789,bni,"Edi Hastuti, M.Kom.",M,1994,Young Adult (18-35)
7272,38480959095340,bni,Rahmi Uwais,F,1983,Middle Age (36-55)
7273,4625182123740659,dki,R. Najwa Suartini,F,1989,Middle Age (36-55)
7274,213174389636909,emoney,Ivan Prasetyo,F,1989,Middle Age (36-55)
7275,3515649395772466,dki,Jati Yolanda,M,1981,Middle Age (36-55)
7276,180096909179368,emoney,Drs. Febi Purnawati,F,1984,Middle Age (36-55)
7277,589389568520,flazz,Hana Pradana,M,1989,Middle Age (36-55)
7278,676238209669,flazz,Capa Gunawan,F,2009,Youth (<18)
7279,3508818176156301,dki,Okta Marbun,F,2003,Young Adult (18-35)
7280,4651400892882479,dki,Bahuwarna Rahimah,M,1981,Middle Age (36-55)
7281,3568131365401794,dki,"R. Salsabila Saefullah, S.Pd",M,1974,Middle Age (36-55)
7282,4100238161210148,dki,Umi Rajasa,F,2007,Young Adult (18-35)
7283,3554059678407271,dki,"Ir. Cakrawala Dabukke, S.Sos",F,1986,Middle Age (36-55)
7284,4081968683108,online,dr. Clara Latupono,M,1984,Middle Age (36-55)
7285,4013651831620116383,brizzi,Victoria Hutasoit,F,2008,Youth (<18)
7286,3545131750371055,dki,Vivi Sitorus,M,1975,Middle Age (36-55)
7287,343674524497060,emoney,"dr. Omar Firgantoro, S.H.",F,1992,Young Adult (18-35)
7288,3539318576156806,dki,"KH. Lembah Halim, M.Ak",F,1977,Middle Age (36-55)
7289,3546350708143080,dki,Mahfud Lailasari,F,1984,Middle Age (36-55)
7290,501887866496,flazz,"Tgk. Puti Tamba, M.M.",F,1995,Young Adult (18-35)
7291,4791415727410263,dki,Elvina Widodo,F,2005,Young Adult (18-35)
7292,4249648472646693,dki,"Kajen Waskita, M.M.",F,1965,Senior (>55)
7293,560928377962,flazz,Ismail Andriani,M,2003,Young Adult (18-35)
7294,30094749325129,bni,Bala Rahimah,F,2012,Youth (<18)
7295,4618504210407,online,"Dr. Nabila Hidayat, S.T.",F,2008,Youth (<18)
7296,4941412928691733,dki,"dr. Dimaz Nurdiyanti, M.Ak",F,1993,Young Adult (18-35)
7297,2632225008078201,dki,Banara Mandasari,M,1967,Senior (>55)
7298,4638553568049118,dki,Emas Pratiwi,M,1986,Middle Age (36-55)
7299,3559881541478121,dki,Sutan Bakiadi Damanik,M,2000,Young Adult (18-35)
7300,3546621514942430,dki,Vero Tarihoran,F,2006,Young Adult (18-35)
7301,575030117569,flazz,"Puti Natalia Lailasari, S.I.Kom",M,1987,Middle Age (36-55)
7302,213150447634920,emoney,"dr. Titin Nugroho, S.Gz",M,1988,Middle Age (36-55)
7303,3577703118676531,dki,"Pangestu Widiastuti, M.Pd",M,1965,Senior (>55)
7304,4232092838221,online,"R. Yance Susanti, M.Ak",M,1991,Young Adult (18-35)
7305,4402036381973360981,brizzi,Harjaya Agustina,M,1994,Young Adult (18-35)
7306,4309503060845265252,brizzi,Naradi Hutagalung,M,2011,Youth (<18)
7307,3571139673449566,dki,Mala Widiastuti,F,1989,Middle Age (36-55)
7308,3553919121280503,dki,R.A. Calista Marbun,M,1982,Middle Age (36-55)
7309,3551453709581373,dki,Drs. Citra Farida,F,2000,Young Adult (18-35)
7310,213135442768054,emoney,Ani Maheswara,F,1996,Young Adult (18-35)
7311,4361922735207441,dki,Julia Salahudin,F,1996,Young Adult (18-35)
7312,373275502680496,emoney,Widya Mangunsong,F,1970,Middle Age (36-55)
7313,572597933538,flazz,Winda Saragih,M,2011,Youth (<18)
7314,3589150237316985,dki,"R.M. Ganjaran Rahimah, S.Pd",F,1990,Young Adult (18-35)
7315,4608324844823619,dki,Titi Gunawan,M,1971,Middle Age (36-55)
7316,6011764505426663,dki,Galur Oktaviani,F,1992,Young Adult (18-35)
7317,180081415899014,emoney,Zamira Megantara,M,1988,Middle Age (36-55)
7318,346530668582470,emoney,R.M. Eka Nurdiyanti,F,1990,Young Adult (18-35)
7319,4991620172494203,dki,Maman Purwanti,M,2005,Young Adult (18-35)
7320,4373178740223071592,brizzi,Talia Pratiwi,F,2010,Youth (<18)
7321,4204524566310715,dki,Puti Santoso,F,1983,Middle Age (36-55)
7322,4908590148970745470,brizzi,Oni Habibi,F,1982,Middle Age (36-55)
7323,6011176256990732,dki,Eja Thamrin,F,2009,Youth (<18)
7324,4131414945229,online,Kadir Halim,M,1960,Senior (>55)
7325,2708034854348067,dki,Sutan Daliman Mangunsong,F,1984,Middle Age (36-55)
7326,377837159680495,emoney,Digdaya Waskita,F,1984,Middle Age (36-55)
7327,180001496526492,emoney,"Cut Yani Hutagalung, S.H.",F,1969,Senior (>55)
7328,4404516332389401,dki,Laila Sihombing,M,1972,Middle Age (36-55)
7329,30528632965228,bni,Cahyanto Iswahyudi,F,1986,Middle Age (36-55)
7330,3513634608617494,dki,"Dr. Kenari Hidayat, S.H.",M,2002,Young Adult (18-35)
7331,378697782446113,emoney,"Cut Nilam Prakasa, M.M.",F,1971,Middle Age (36-55)
7332,502071400290,flazz,Jinawi Wulandari,F,1983,Middle Age (36-55)
7333,2239521174208722,dki,Cecep Farida,M,1993,Young Adult (18-35)
7334,3575016571666689,dki,Winda Tampubolon,M,2005,Young Adult (18-35)
7335,180082591586425,emoney,Ir. Cengkir Dabukke,M,2004,Young Adult (18-35)
7336,3524468292249240,dki,"Argono Farida, S.I.Kom",M,1969,Senior (>55)
7337,3514743087925119,dki,"Nurul Hariyah, S.Pd",M,1976,Middle Age (36-55)
7338,4068409132652077307,brizzi,"Ir. Langgeng Hariyah, S.T.",M,1985,Middle Age (36-55)
7339,373795063267128,emoney,Raina Prabowo,F,1993,Young Adult (18-35)
7340,180045234738646,emoney,Vega Sitompul,F,1986,Middle Age (36-55)
7341,4580398385887,online,Najam Marbun,M,2005,Young Adult (18-35)
7342,30315390744460,bni,Cahyo Uwais,M,2003,Young Adult (18-35)
7343,4327678508429066,dki,"Oliva Simanjuntak, S.Ked",M,1995,Young Adult (18-35)
7344,3596032952247077,dki,"Ir. Galang Uwais, S.H.",M,1994,Young Adult (18-35)
7345,4618723108518057940,brizzi,"Emong Hutagalung, S.Farm",M,1988,Middle Age (36-55)
7346,30232986504549,bni,"Dr. Paulin Safitri, S.Pd",F,1988,Middle Age (36-55)
7347,4456009374032045,dki,"Puspa Santoso, S.Ked",M,1985,Middle Age (36-55)
7348,4347056902134,online,Kenzie Natsir,M,2001,Young Adult (18-35)
7349,4764633691198788679,brizzi,"dr. Prasetyo Zulkarnain, S.IP",F,2009,Youth (<18)
7350,4446297539050449,dki,Raharja Sirait,M,1976,Middle Age (36-55)
7351,36750369497142,bni,R.A. Wani Budiman,F,1993,Young Adult (18-35)
7352,676208192804,flazz,Gandi Nuraini,M,2009,Youth (<18)
7353,570981927918,flazz,"Ilsa Siregar, S.T.",F,1984,Middle Age (36-55)
7354,4942250425130683,dki,Kamila Pradana,F,2011,Youth (<18)
7355,4857283006000614,dki,"T. Mursinin Utami, S.H.",M,1994,Young Adult (18-35)
7356,4456783786142820,dki,"dr. Darimin Gunawan, M.TI.",M,1984,Middle Age (36-55)
7357,2720765249655328,dki,"Tami Haryanto, S.E.I",M,1968,Senior (>55)
7358,3566280309351664,dki,Emin Pradana,F,2007,Young Adult (18-35)
7359,676212441742,flazz,Pardi Wastuti,M,1993,Young Adult (18-35)
7360,2667460165592649,dki,"dr. Titi Ramadan, M.Ak",F,1989,Middle Age (36-55)
7361,2676985273999277,dki,Fathonah Winarno,F,1984,Middle Age (36-55)
7362,30150600851585,bni,Ulya Januar,M,1968,Senior (>55)
7363,2298410275032116,dki,Aris Wibisono,F,1995,Young Adult (18-35)
7364,4782295548961616,dki,"Sutan Cemeti Halim, M.M.",F,1983,Middle Age (36-55)
7365,180059878589728,emoney,Niyaga Adriansyah,M,1978,Middle Age (36-55)
7366,4037963109889673,dki,Vivi Hidayanto,M,1982,Middle Age (36-55)
7367,4570802331362898,dki,"Tgk. Yulia Wijaya, M.Farm",M,1987,Middle Age (36-55)
7368,30131732681538,bni,Jefri Anggraini,F,1991,Young Adult (18-35)
7369,2249738034446684,dki,"R. Kania Gunarto, S.E.I",M,1974,Middle Age (36-55)
7370,30220784164624,bni,Iriana Puspasari,M,1981,Middle Age (36-55)
7371,4026512773286131531,brizzi,Puti Jelita Laksita,F,1989,Middle Age (36-55)
7372,4878066400442242,dki,Dagel Widiastuti,F,2003,Young Adult (18-35)
7373,38636673054091,bni,Yani Utami,F,2001,Young Adult (18-35)
7374,4519912827531124665,brizzi,Tgk. Almira Maryadi,F,1968,Senior (>55)
7375,2227816143191171,dki,Drs. Jane Susanti,F,1992,Young Adult (18-35)
7376,4672049311397744687,brizzi,Emas Pudjiastuti,M,1986,Middle Age (36-55)
7377,3593437871625514,dki,"Kunthara Utami, M.M.",F,1995,Young Adult (18-35)
7378,4959517103422610,dki,Nadine Hutasoit,M,1994,Young Adult (18-35)
7379,376501698963124,emoney,Gatra Mulyani,F,1998,Young Adult (18-35)
7380,6011530959783135,dki,"Usman Yuliarti, M.Pd",F,1978,Middle Age (36-55)
